step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
373,764277,373,0.16855327875161452,0.0,0.7647058823529411,,,,,,,,,
374,766326,374,0.16847872904404804,0.0,0.7333333333333333,,,,,,,,,
375,768375,375,0.16059311547379154,0.0,0.6666666666666666,,,,,,,,,
376,770424,376,0.15639134853704068,0.0,0.8461538461538461,,,,,,,,,
377,772473,377,0.15532498955122243,0.0,0.8,,,,,,,,,
378,774522,378,0.15443235310596104,0.0,0.9333333333333333,,,,,,,,,
379,776571,379,0.16722905897317994,0.0,0.9333333333333333,,,,,,,,,
380,778620,380,0.1266315010486963,0.0,0.8666666666666667,,,,,,,,,
381,780669,381,0.14772131070696265,0.0,0.8421052631578947,,,,,,,,,
382,782718,382,0.18199605260511661,0.0,0.7692307692307693,,,,,,,,,
383,784767,383,0.1521456927253707,0.0,0.8125,,,,,,,,,
384,786816,384,0.18924937115018103,0.0,0.8571428571428571,,,,,,,,,
385,788865,385,0.16059616867966586,0.0,0.9444444444444444,,,,,,,,,
386,790914,386,0.1708269826693263,0.0,0.6428571428571429,,,,,,,,,
387,792963,387,0.18887384358354334,0.0,0.8461538461538461,,,,,,,,,
388,795012,388,0.14518400032698608,0.0,0.8,,,,,,,,,
389,797061,389,0.1582187154242724,0.0,0.7222222222222222,,,,,,,,,
390,799110,390,0.1805603461248122,0.0,0.9166666666666666,,,,,,,,,
391,801159,391,0.17055737078755187,0.0,0.75,,,,,,,,,
392,803208,392,0.19020402118624347,0.0,0.9166666666666666,,,,,,,,,
393,805257,393,0.1689881815962665,1.0,1.0,,,,,,,,,
394,807306,394,0.14718239257801047,0.0,0.7142857142857143,,,,,,,,,
395,809355,395,0.18173641509549043,1.0,1.0,,,,,,,,,
396,811404,396,0.18358647761614133,0.0,0.625,,,,,,,,,
397,813453,397,0.1546659145508258,0.0,0.7333333333333333,,,,,,,,,
398,815502,398,0.1364971961405988,0.0,0.8125,,,,,,,,,
399,817551,399,0.17268003626938624,0.0,0.7333333333333333,,,,,,,,,
400,819600,400,0.16897789635532265,1.0,1.0,,,,,,,,,
401,821649,401,0.14790447356778075,0.0,0.7368421052631579,,,,,,,,,
402,823698,402,0.2006265872781936,0.0,0.8666666666666667,,,,,,,,,
403,825747,403,0.171960470089358,0.0,0.7222222222222222,,,,,,,,,
404,827796,404,0.18456596252973606,0.0,0.75,,,,,,,,,
405,829845,405,0.13620412913439578,1.0,1.0,,,,,,,,,
406,831894,406,0.16817739822715266,0.0,0.7368421052631579,,,,,,,,,
407,833943,407,0.1857952267427383,0.0,0.625,,,,,,,,,
408,835992,408,0.1999964966285654,0.0,0.75,,,,,,,,,
409,838041,409,0.17148121900549995,1.0,1.0,,,,,,,,,
410,840090,410,0.12519900155707825,0.0,0.7692307692307693,,,,,,,,,
411,842139,411,0.1784310314572246,1.0,1.0,0.07071300264051388,1.0,1.0,,,,,,
412,844188,412,0.1784244316076221,0.0,0.6666666666666666,,,,,,,,,
413,846237,413,0.21733268481100398,0.0,0.6363636363636364,,,,,,,,,
414,848286,414,0.1816416091610082,0.0,0.7333333333333333,,,,,,,,,
415,850335,415,0.1781947851026151,0.0,0.75,,,,,,,,,
416,852384,416,0.1710973208098718,0.0,0.9166666666666666,,,,,,,,,
417,854433,417,0.17279254806752248,1.0,1.0,,,,,,,,,
418,856482,418,0.2028865430963364,0.0,0.7,,,,,,,,,
419,858531,419,0.1469632067013144,0.0,0.7647058823529411,,,,,,,,,
420,860580,420,0.19215348745764438,0.0,0.6666666666666666,,,,,,,,,
421,862629,421,0.16298138460411798,0.0,0.875,,,,,,,,,
422,864678,422,0.1656136376216245,0.0,0.8181818181818182,,,,,,,,,
423,866727,423,0.15864880812964266,0.0,0.7857142857142857,,,,,,,,,
424,868776,424,0.19280166068128263,0.0,0.8333333333333334,,,,,,,,,
425,870825,425,0.17067741989327553,0.0,0.625,,,,,,,,,
426,872874,426,0.16986713195654732,0.0,0.6923076923076923,,,,,,,,,
427,874923,427,0.16806935740303236,0.0,0.9473684210526315,,,,,,,,,
428,876972,428,0.18439208745297128,0.0,0.8571428571428571,,,,,,,,,
429,879021,429,0.19617712876509386,0.0,0.9285714285714286,,,,,,,,,
430,881070,430,0.17161811188652387,0.0,0.8947368421052632,,,,,,,,,
431,883119,431,0.14894923376182617,0.0,0.8181818181818182,,,,,,,,,
432,885168,432,0.17195401777668776,0.0,0.8823529411764706,,,,,,,,,
433,887217,433,0.1726505689085705,0.0,0.6666666666666666,,,,,,,,,
434,889266,434,0.1751547693355897,0.0,0.8571428571428571,,,,,,,,,
435,891315,435,0.16947175801956282,0.0,0.8571428571428571,,,,,,,,,
436,893364,436,0.18302682069922016,0.0,0.875,,,,,,,,,
437,895413,437,0.14408039828101685,0.0,0.8125,,,,,,,,,
438,897462,438,0.17584703033352428,0.0,0.9230769230769231,,,,,,,,,
439,899511,439,0.16030813080486112,0.0,0.6428571428571429,,,,,,,,,
440,901560,440,0.18025416573961203,0.0,0.7333333333333333,,,,,,,,,
441,903609,441,0.15872127306322842,0.0,0.8461538461538461,,,,,,,,,
442,905658,442,0.17463439657404936,0.0,0.6470588235294118,,,,,,,,,
443,907707,443,0.18196820853675164,0.0,0.8571428571428571,,,,,,,,,
444,909756,444,0.19879651184445207,0.0,0.875,,,,,,,,,
445,911805,445,0.14382926286046166,0.0,0.8571428571428571,,,,,,,,,
446,913854,446,0.17673263110581935,0.0,0.9090909090909091,,,,,,,,,
447,915903,447,0.15339624172502386,0.0,0.6923076923076923,,,,,,,,,
448,917952,448,0.1492764168907294,0.0,0.8666666666666667,,,,,,,,,
449,920001,449,0.11780104577047974,0.0,0.875,,,,,,,,,
450,922050,450,0.18070868604143767,0.0,0.9375,,,,,,,,,
451,924099,451,0.15628812220526694,0.0,0.8571428571428571,,,,,,,,,
452,926148,452,0.1683737976273635,0.0,0.9090909090909091,,,,,,,,,
453,928197,453,0.18368443069157314,0.0,0.6428571428571429,,,,,,,,,
454,930246,454,0.15500028005256491,0.0,0.7857142857142857,,,,,,,,,
455,932295,455,0.16585744522308135,0.0,0.8,,,,,,,,,
456,934344,456,0.1426821596927051,1.0,1.0,,,,,,,,,
457,936393,457,0.15901955973482484,0.0,0.8571428571428571,,,,,,,,,
458,938442,458,0.14476041750470087,0.0,0.8461538461538461,,,,,,,,,
459,940491,459,0.1977087915655693,0.0,0.65,,,,,,,,,
460,942540,460,0.1859076657742203,0.0,0.6153846153846154,,,,,,,,,
461,944589,461,0.16724346803013942,0.0,0.8666666666666667,,,,,,,,,
462,946638,462,0.18978898241692954,0.0,0.8461538461538461,,,,,,,,,
463,948687,463,0.16424621352238328,0.0,0.8,,,,,,,,,
464,950736,464,0.1696291233131496,0.0,0.6153846153846154,,,,,,,,,
465,952785,465,0.17209828007118605,0.0,0.9285714285714286,,,,,,,,,
466,954834,466,0.16495262427519836,0.0,0.6875,,,,,,,,,
467,956883,467,0.17842046964138036,0.0,0.7142857142857143,,,,,,,,,
468,958932,468,0.16910351725564585,0.0,0.875,,,,,,,,,
469,960981,469,0.18353425417183666,0.0,0.6923076923076923,,,,,,,,,
470,963030,470,0.1673840117577079,0.0,0.8571428571428571,,,,,,,,,
471,965079,471,0.14102731505202806,0.0,0.7857142857142857,,,,,,,,,
472,967128,472,0.1937772038946634,0.0,0.875,,,,,,,,,
473,969177,473,0.17788631987180936,0.0,0.875,,,,,,,,,
474,971226,474,0.165513553307156,0.0,0.6923076923076923,,,,,,,,,
475,973275,475,0.18291622689092993,0.0,0.9090909090909091,,,,,,,,,
476,975324,476,0.15124417638787369,0.0,0.8666666666666667,,,,,,,,,
477,977373,477,0.19192721843523064,0.0,0.8666666666666667,,,,,,,,,
478,979422,478,0.16112879262768076,0.0,0.7142857142857143,,,,,,,,,
479,981471,479,0.18077639937077128,1.0,1.0,0.22142376088169774,1.0,1.0,,,,,,
480,983520,480,0.1566659622146759,0.0,0.8571428571428571,,,,,,,,,
481,985569,481,0.17019831868210467,0.0,0.8461538461538461,,,,,,,,,
482,987618,482,0.1740063083817297,0.0,0.9333333333333333,,,,,,,,,
483,989667,483,0.15999158838229394,0.0,0.6428571428571429,,,,,,,,,
484,991716,484,0.14015379460458077,0.0,0.8125,,,,,,,,,
485,993765,485,0.16994484424466988,0.0,0.7142857142857143,,,,,,,,,
486,995814,486,0.16534589315382436,0.0,0.6153846153846154,,,,,,,,,
487,997863,487,0.17403840584278157,0.0,0.9411764705882353,,,,,,,,,
488,999912,488,0.1658250665637711,0.0,0.8571428571428571,,,,,,,,,
489,1001961,489,0.13808236144808445,0.0,0.8461538461538461,,,,,,,,,
490,1004010,490,0.1547515871846509,0.0,0.8823529411764706,,,,,,,,,
491,1006059,491,0.1852264335767227,0.0,0.8571428571428571,,,,,,,,,
492,1008108,492,0.16731677649833515,0.0,0.8,,,,,,,,,
493,1010157,493,0.19628490156947792,0.0,0.6923076923076923,,,,,,,,,
494,1012206,494,0.1799911003276465,0.0,0.8571428571428571,,,,,,,,,
495,1014255,495,0.17869518106268012,0.0,0.7647058823529411,,,,,,,,,
496,1016304,496,0.16674077597417736,0.0,0.7647058823529411,,,,,,,,,
497,1018353,497,0.17547013525391353,0.0,0.6,,,,,,,,,
498,1020402,498,0.1748706293077683,0.0,0.8125,,,,,,,,,
499,1022451,499,0.15872666961322265,0.0,0.9375,,,,,,,,,
500,1024500,500,0.1635048590695748,0.0,0.8125,,,,,,,,,
501,1026549,501,0.16676298056159095,0.0,0.8,,,,,,,,,
502,1028598,502,0.13216797040327932,0.0,0.9090909090909091,,,,,,,,,
503,1030647,503,0.18257418795348912,0.0,0.7058823529411765,,,,,,,,,
504,1032696,504,0.18607684743499286,0.0,0.7142857142857143,,,,,,,,,
505,1034745,505,0.18283386308848787,0.0,0.9375,,,,,,,,,
506,1036794,506,0.19172014511006683,0.0,0.6428571428571429,,,,,,,,,
507,1038843,507,0.19137374805379911,1.0,1.0,,,,,,,,,
508,1040892,508,0.15987635917796575,0.0,0.8,,,,,,,,,
509,1042941,509,0.1470306965362948,0.0,0.8666666666666667,,,,,,,,,
510,1044990,510,0.15061964927952107,0.0,0.7692307692307693,,,,,,,,,
511,1047039,511,0.15565558657363596,0.0,0.8235294117647058,,,,,,,,,
512,1049088,512,0.16928169762097423,0.0,0.8888888888888888,,,,,,,,,
513,1051137,513,0.16030218945677355,0.0,0.7692307692307693,,,,,,,,,
514,1053186,514,0.1595035372109721,0.0,0.8235294117647058,,,,,,,,,
515,1055235,515,0.1406951297260146,0.0,0.8666666666666667,,,,,,,,,
516,1057284,516,0.17858490359549328,0.0,0.8333333333333334,,,,,,,,,
517,1059333,517,0.1766767421133828,0.0,0.8461538461538461,,,,,,,,,
518,1061382,518,0.1819520619003423,0.0,0.8181818181818182,,,,,,,,,
519,1063431,519,0.14550467992866487,0.0,0.7857142857142857,,,,,,,,,
520,1065480,520,0.1901077682220984,1.0,1.0,,,,,,,,,
521,1067529,521,0.1789560048601344,0.0,0.8461538461538461,,,,,,,,,
522,1069578,522,0.19528160665250557,0.0,0.7333333333333333,,,,,,,,,
523,1071627,523,0.16741321789365982,0.0,0.6153846153846154,,,,,,,,,
524,1073676,524,0.1764028402343503,0.0,0.9285714285714286,,,,,,,,,
525,1075725,525,0.19973235602346492,0.0,0.6153846153846154,,,,,,,,,
526,1077774,526,0.16423322062673495,0.0,0.9285714285714286,,,,,,,,,
527,1079823,527,0.1617139327270271,0.0,0.8823529411764706,,,,,,,,,
528,1081872,528,0.16909830033328935,1.0,1.0,,,,,,,,,
529,1083921,529,0.17675128795288958,0.0,0.5384615384615384,,,,,,,,,
530,1085970,530,0.19894898984852866,0.0,0.8461538461538461,,,,,,,,,
531,1088019,531,0.14979934708437595,1.0,1.0,,,,,,,,,
532,1090068,532,0.18999623258563633,0.0,0.75,,,,,,,,,
533,1092117,533,0.19975018543582548,1.0,1.0,,,,,,,,,
534,1094166,534,0.18187309814992034,1.0,1.0,,,,,,,,,
535,1096215,535,0.18516832186127996,0.0,0.6923076923076923,,,,,,,,,
536,1098264,536,0.13630857631606563,0.0,0.8571428571428571,,,,,,,,,
537,1100313,537,0.17985979803041546,0.0,0.8,,,,,,,,,
538,1102362,538,0.11055090579624544,0.0,0.6923076923076923,,,,,,,,,
539,1104411,539,0.1683288758102732,0.0,0.5384615384615384,,,,,,,,,
540,1106460,540,0.15044872445131163,0.0,0.7857142857142857,,,,,,,,,
541,1108509,541,0.1756053850184768,0.0,0.8333333333333334,,,,,,,,,
542,1110558,542,0.18764510875349946,0.0,0.8,,,,,,,,,
543,1112607,543,0.18263498737846112,0.0,0.6666666666666666,,,,,,,,,
544,1114656,544,0.13190805441399137,0.0,0.5625,,,,,,,,,
545,1116705,545,0.17542385984292092,0.0,0.6428571428571429,,,,,,,,,
546,1118754,546,0.13005353907576947,0.0,0.7857142857142857,,,,,,,,,
547,1120803,547,0.14207278625223274,0.0,0.7692307692307693,0.1802415320890413,1.0,1.0,,,,,,
548,1122852,548,0.16377814433497287,0.0,0.8181818181818182,,,,,,,,,
549,1124901,549,0.16963777495011997,0.0,0.8823529411764706,,,,,,,,,
550,1126950,550,0.17554561926182533,0.0,0.8,,,,,,,,,
551,1128999,551,0.17225414738306571,0.0,0.7142857142857143,,,,,,,,,
552,1131048,552,0.1880308110754728,0.0,0.8461538461538461,,,,,,,,,
553,1133097,553,0.16086982253094845,0.0,0.6875,,,,,,,,,
554,1135146,554,0.1654078905105352,0.0,0.46153846153846156,,,,,,,,,
555,1137195,555,0.16819919658713148,0.0,0.7692307692307693,,,,,,,,,
556,1139244,556,0.16768228785227413,0.0,0.8666666666666667,,,,,,,,,
557,1141293,557,0.1663877492431809,0.0,0.9333333333333333,,,,,,,,,
558,1143342,558,0.1727256247345924,1.0,1.0,,,,,,,,,
559,1145391,559,0.15269304503669714,0.0,0.8235294117647058,,,,,,,,,
560,1147440,560,0.1794565006517886,0.0,0.8666666666666667,,,,,,,,,
561,1149489,561,0.20167513708569682,0.0,0.75,,,,,,,,,
562,1151538,562,0.16167836697711996,0.0,0.7692307692307693,,,,,,,,,
563,1153587,563,0.1575339673162751,0.0,0.6875,,,,,,,,,
564,1155636,564,0.17360138993171464,0.0,0.7857142857142857,,,,,,,,,
565,1157685,565,0.1707638026808475,0.0,0.7142857142857143,,,,,,,,,
566,1159734,566,0.16579220609666578,0.0,0.8333333333333334,,,,,,,,,
567,1161783,567,0.1338404860023775,0.0,0.75,,,,,,,,,
568,1163832,568,0.19228244818231044,0.0,0.8666666666666667,,,,,,,,,
569,1165881,569,0.16655404101309051,0.0,0.8666666666666667,,,,,,,,,
570,1167930,570,0.1471474150710052,0.0,0.9285714285714286,,,,,,,,,
571,1169979,571,0.1418377284166305,0.0,0.7272727272727273,,,,,,,,,
572,1172028,572,0.1638083057279906,0.0,0.8125,,,,,,,,,
573,1174077,573,0.1514888338561937,0.0,0.8,,,,,,,,,
574,1176126,574,0.1292999210949558,0.0,0.9375,,,,,,,,,
575,1178175,575,0.1674565131047482,0.0,0.7857142857142857,,,,,,,,,
576,1180224,576,0.16166550857162124,0.0,0.875,,,,,,,,,
577,1182273,577,0.1467505624240209,1.0,1.0,,,,,,,,,
578,1184322,578,0.14214249476870133,0.0,0.8666666666666667,,,,,,,,,
579,1186371,579,0.1728080997815907,0.0,0.6428571428571429,,,,,,,,,
580,1188420,580,0.13246982342252506,0.0,0.875,,,,,,,,,
581,1190469,581,0.20560550873026198,0.0,0.9,,,,,,,,,
582,1192518,582,0.16652545944633357,0.0,0.9166666666666666,,,,,,,,,
583,1194567,583,0.1562905508810391,0.0,0.6666666666666666,,,,,,,,,
584,1196616,584,0.14078002999045292,0.0,0.9375,,,,,,,,,
585,1198665,585,0.1741084066974044,0.0,0.6666666666666666,,,,,,,,,
586,1200714,586,0.15186580182988868,0.0,0.6363636363636364,,,,,,,,,
587,1202763,587,0.20548159958625545,0.0,0.9,,,,,,,,,
588,1204812,588,0.14221241334054832,0.0,0.9375,,,,,,,,,
589,1206861,589,0.1721715975023892,0.0,0.7333333333333333,,,,,,,,,
590,1208910,590,0.15526942998812027,0.0,0.9285714285714286,,,,,,,,,
591,1210959,591,0.1902715557144798,0.0,0.7272727272727273,,,,,,,,,
592,1213008,592,0.15928163642902815,1.0,1.0,,,,,,,,,
593,1215057,593,0.18480802091175352,0.0,0.9166666666666666,,,,,,,,,
594,1217106,594,0.14115512409842113,0.0,0.9375,,,,,,,,,
595,1219155,595,0.1516739178284726,0.0,0.7333333333333333,,,,,,,,,
596,1221204,596,0.1608178480537344,0.0,0.7692307692307693,,,,,,,,,
597,1223253,597,0.1420978957494593,0.0,0.9230769230769231,,,,,,,,,
598,1225302,598,0.12328110284362129,0.0,0.8235294117647058,,,,,,,,,
599,1227351,599,0.1679198108597918,0.0,0.7142857142857143,,,,,,,,,
600,1229400,600,0.16104565148168926,0.0,0.5833333333333334,,,,,,,,,
601,1231449,601,0.16392780058175332,0.0,0.8571428571428571,,,,,,,,,
602,1233498,602,0.15367584924955197,0.0,0.9333333333333333,,,,,,,,,
603,1235547,603,0.17416915029078792,0.0,0.8,,,,,,,,,
604,1237596,604,0.16921187319570113,0.0,0.6153846153846154,,,,,,,,,
605,1239645,605,0.17929753174325322,0.0,0.8571428571428571,,,,,,,,,
606,1241694,606,0.15926766237117773,0.0,0.9333333333333333,,,,,,,,,
607,1243743,607,0.17470198490520233,0.0,0.8125,,,,,,,,,
608,1245792,608,0.1587961434287073,0.0,0.7692307692307693,,,,,,,,,
609,1247841,609,0.14178340588150967,0.0,0.9166666666666666,,,,,,,,,
610,1249890,610,0.1750485463538255,0.0,0.9333333333333333,,,,,,,,,
611,1251939,611,0.1601519821527659,1.0,1.0,,,,,,,,,
612,1253988,612,0.1807078970904083,0.0,0.9375,,,,,,,,,
613,1256037,613,0.1463002315292039,0.0,0.8333333333333334,,,,,,,,,
614,1258086,614,0.2004787299537632,0.0,0.75,,,,,,,,,
615,1260135,615,0.1869668397036521,0.0,0.7142857142857143,0.19546013650919122,1.0,1.0,,,,,,
616,1262184,616,0.10065379975056163,0.0,0.8666666666666667,,,,,,,,,
617,1264233,617,0.17072889669922972,0.0,0.9375,,,,,,,,,
618,1266282,618,0.17176985795984978,0.0,0.9333333333333333,,,,,,,,,
619,1268331,619,0.1616127370433394,0.0,0.7857142857142857,,,,,,,,,
620,1270380,620,0.13754987869735372,0.0,0.75,,,,,,,,,
621,1272429,621,0.1251965776205986,0.0,0.9230769230769231,,,,,,,,,
622,1274478,622,0.15678323647765496,0.0,0.7777777777777778,,,,,,,,,
623,1276527,623,0.13563235308074845,0.0,0.9375,,,,,,,,,
624,1278576,624,0.16234163402260215,0.0,0.9166666666666666,,,,,,,,,
625,1280625,625,0.1662320444862651,0.0,0.7857142857142857,,,,,,,,,
626,1282674,626,0.17113765878662077,0.0,0.8571428571428571,,,,,,,,,
627,1284723,627,0.17539153201958674,0.0,0.6875,,,,,,,,,
628,1286772,628,0.11516277470356234,1.0,1.0,,,,,,,,,
629,1288821,629,0.18772188930482925,0.0,0.7857142857142857,,,,,,,,,
630,1290870,630,0.15696783943846176,0.0,0.9285714285714286,,,,,,,,,
631,1292919,631,0.15303495862039984,0.0,0.8,,,,,,,,,
632,1294968,632,0.17360119070099714,0.0,0.875,,,,,,,,,
633,1297017,633,0.187781669835414,0.0,0.6428571428571429,,,,,,,,,
634,1299066,634,0.1854079556283245,0.0,0.7857142857142857,,,,,,,,,
635,1301115,635,0.15375020509006038,0.0,0.9375,,,,,,,,,
636,1303164,636,0.13292523211850146,0.0,0.8571428571428571,,,,,,,,,
637,1305213,637,0.1755181176500486,0.0,0.7333333333333333,,,,,,,,,
638,1307262,638,0.1264947745150094,0.0,0.75,,,,,,,,,
639,1309311,639,0.14713365225077674,1.0,1.0,,,,,,,,,
640,1311360,640,0.16783093215805078,0.0,0.9375,,,,,,,,,
641,1313409,641,0.1329892402381602,0.0,0.8571428571428571,,,,,,,,,
642,1315458,642,0.1639605390384229,0.0,0.7857142857142857,,,,,,,,,
643,1317507,643,0.13335572225876896,0.0,0.8333333333333334,,,,,,,,,
644,1319556,644,0.1260612264601571,0.0,0.75,,,,,,,,,
645,1321605,645,0.17573487587764888,0.0,0.8571428571428571,,,,,,,,,
646,1323654,646,0.1622426366134376,0.0,0.7222222222222222,,,,,,,,,
647,1325703,647,0.1563077081639615,0.0,0.9333333333333333,,,,,,,,,
648,1327752,648,0.1378751591874309,0.0,0.8666666666666667,,,,,,,,,
649,1329801,649,0.13526678696257805,0.0,0.7857142857142857,,,,,,,,,
650,1331850,650,0.14796608017658242,0.0,0.8666666666666667,,,,,,,,,
651,1333899,651,0.12092176516513334,0.0,0.7857142857142857,,,,,,,,,
652,1335948,652,0.1586956261218632,0.0,0.8125,,,,,,,,,
653,1337997,653,0.14635864738025503,0.0,0.75,,,,,,,,,
654,1340046,654,0.16968743968912886,0.0,0.9333333333333333,,,,,,,,,
655,1342095,655,0.17060098494259324,0.0,0.6666666666666666,,,,,,,,,
656,1344144,656,0.10681518441173457,0.0,0.9333333333333333,,,,,,,,,
657,1346193,657,0.11543833758628398,0.0,0.875,,,,,,,,,
658,1348242,658,0.12252933151996089,0.0,0.8,,,,,,,,,
659,1350291,659,0.10419878609212525,0.0,0.9230769230769231,,,,,,,,,
660,1352340,660,0.10500693896456166,0.0,0.875,,,,,,,,,
661,1354389,661,0.07903442798184078,0.0,0.8571428571428571,,,,,,,,,
662,1356438,662,0.10931984850124835,0.0,0.875,,,,,,,,,
663,1358487,663,0.11709145386044503,0.0,0.9230769230769231,,,,,,,,,
664,1360536,664,0.10108770550002862,1.0,1.0,,,,,,,,,
665,1362585,665,0.09358565880673908,0.0,0.9090909090909091,,,,,,,,,
666,1364634,666,0.0998149909828631,0.0,0.9230769230769231,,,,,,,,,
667,1366683,667,0.11142049309356883,0.0,0.9375,,,,,,,,,
668,1368732,668,0.10721357860897737,0.0,0.9333333333333333,,,,,,,,,
669,1370781,669,0.10135264554062016,0.0,0.9166666666666666,,,,,,,,,
670,1372830,670,0.10346378872435688,1.0,1.0,,,,,,,,,
671,1374879,671,0.11095585820096364,0.0,0.8666666666666667,,,,,,,,,
672,1376928,672,0.0888945038120506,0.0,0.8571428571428571,,,,,,,,,
673,1378977,673,0.11732958194049692,0.0,0.9444444444444444,,,,,,,,,
674,1381026,674,0.12615948279346462,0.0,0.8461538461538461,,,,,,,,,
675,1383075,675,0.1106662944424049,1.0,1.0,,,,,,,,,
676,1385124,676,0.10164883188373676,0.0,0.9375,,,,,,,,,
677,1387173,677,0.10992514198881262,0.0,0.9230769230769231,,,,,,,,,
678,1389222,678,0.10397005902232889,0.0,0.9333333333333333,,,,,,,,,
679,1391271,679,0.10853929762008285,0.0,0.9166666666666666,,,,,,,,,
680,1393320,680,0.08923305783165741,0.0,0.8,,,,0.8345565795898438,0.8881373569198752,0.8396458435809149,0.9098357298591033,0.9357369313402503,0.8632111251580279
681,1395369,681,0.11116436106849198,1.0,1.0,,,,,,,,,
682,1397418,682,0.11223131899478397,0.0,0.9285714285714286,,,,,,,,,
683,1399467,683,0.11116504377085017,1.0,1.0,,,,,,,,,
684,1401516,684,0.09917468712870456,1.0,1.0,0.2397114212347397,1.0,1.0,,,,,,
685,1403565,685,0.13928075667328121,1.0,1.0,,,,,,,,,
686,1405614,686,0.12246311170240072,1.0,1.0,,,,,,,,,
687,1407663,687,0.11795833834232794,0.0,0.9230769230769231,,,,,,,,,
688,1409712,688,0.10882069819540408,0.0,0.9411764705882353,,,,,,,,,
689,1411761,689,0.09538386379152136,0.0,0.9375,,,,,,,,,
690,1413810,690,0.0948513367679617,0.0,0.9230769230769231,,,,,,,,,
691,1415859,691,0.11303680613474776,0.0,0.9285714285714286,,,,,,,,,
692,1417908,692,0.08945992128422404,1.0,1.0,,,,,,,,,
693,1419957,693,0.09907230261225794,0.0,0.9285714285714286,,,,,,,,,
694,1422006,694,0.10247824098840777,0.0,0.9375,,,,,,,,,
695,1424055,695,0.10324438268072711,1.0,1.0,,,,,,,,,
696,1426104,696,0.12356715571836284,0.0,0.8181818181818182,,,,,,,,,
697,1428153,697,0.10325936031395819,0.0,0.8571428571428571,,,,,,,,,
698,1430202,698,0.10409277494876251,1.0,1.0,,,,,,,,,
699,1432251,699,0.08227884340938232,0.0,0.8571428571428571,,,,,,,,,
700,1434300,700,0.10423658210256795,0.0,0.7692307692307693,,,,,,,,,
701,1436349,701,0.12434517579936621,1.0,1.0,,,,,,,,,
702,1438398,702,0.09659548449660196,0.0,0.8,,,,,,,,,
703,1440447,703,0.10875498015192478,0.0,0.7857142857142857,,,,,,,,,
704,1442496,704,0.11239221704175548,1.0,1.0,,,,,,,,,
705,1444545,705,0.08749867351110649,0.0,0.9166666666666666,,,,,,,,,
706,1446594,706,0.13298087057497093,0.0,0.9090909090909091,,,,,,,,,
707,1448643,707,0.1010561120582749,0.0,0.9090909090909091,,,,,,,,,
708,1450692,708,0.11696891588849666,1.0,1.0,,,,,,,,,
709,1452741,709,0.09171461992909036,0.0,0.9285714285714286,,,,,,,,,
710,1454790,710,0.09165312852871726,0.0,0.8666666666666667,,,,,,,,,
711,1456839,711,0.09261303440686612,0.0,0.8571428571428571,,,,,,,,,
712,1458888,712,0.08407562024051435,1.0,1.0,,,,,,,,,
713,1460937,713,0.1293501267263778,0.0,0.9285714285714286,,,,,,,,,
714,1462986,714,0.09984196005815207,0.0,0.7777777777777778,,,,,,,,,
715,1465035,715,0.09562671765909041,1.0,1.0,,,,,,,,,
716,1467084,716,0.10621905455290623,0.0,0.9230769230769231,,,,,,,,,
717,1469133,717,0.08427435059937978,0.0,0.8235294117647058,,,,,,,,,
718,1471182,718,0.07967594862986582,1.0,1.0,,,,,,,,,
719,1473231,719,0.115598966498634,0.0,0.9375,,,,,,,,,
720,1475280,720,0.07791698640234912,0.0,0.8888888888888888,,,,,,,,,
721,1477329,721,0.0876193311020847,0.0,0.8181818181818182,,,,,,,,,
722,1479378,722,0.1258368062125126,0.0,0.9333333333333333,,,,,,,,,
723,1481427,723,0.09487648986812776,0.0,0.8571428571428571,,,,,,,,,
724,1483476,724,0.10598608527661475,1.0,1.0,,,,,,,,,
725,1485525,725,0.1012228985902874,0.0,0.9,,,,,,,,,
726,1487574,726,0.10838558077786711,1.0,1.0,,,,,,,,,
727,1489623,727,0.09334291111828988,0.0,0.8571428571428571,,,,,,,,,
728,1491672,728,0.10157721999833073,1.0,1.0,,,,,,,,,
729,1493721,729,0.08313418154933257,0.0,0.7857142857142857,,,,,,,,,
730,1495770,730,0.10761337676375363,1.0,1.0,,,,,,,,,
731,1497819,731,0.11111802411771596,0.0,0.9333333333333333,,,,,,,,,
732,1499868,732,0.08936490123184662,0.0,0.9411764705882353,,,,,,,,,
733,1501917,733,0.06780686888187563,0.0,0.9285714285714286,,,,,,,,,
734,1503966,734,0.11829458537305709,0.0,0.9375,,,,,,,,,
735,1506015,735,0.09852633160550525,0.0,0.9230769230769231,,,,,,,,,
736,1508064,736,0.0902267438817822,1.0,1.0,,,,,,,,,
737,1510113,737,0.10592170933728934,1.0,1.0,,,,,,,,,
738,1512162,738,0.10481480337498605,0.0,0.8333333333333334,,,,,,,,,
739,1514211,739,0.12095885638396985,0.0,0.9166666666666666,,,,,,,,,
740,1516260,740,0.10298186324097605,1.0,1.0,,,,,,,,,
741,1518309,741,0.08825551838093318,1.0,1.0,,,,,,,,,
742,1520358,742,0.10372720150204441,0.0,0.9411764705882353,,,,,,,,,
743,1522407,743,0.06491962751232286,0.0,0.8461538461538461,,,,,,,,,
